instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,t_rank_norm,h_rank_norm,w_rank_norm,day_score,day_clustering
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.38,0.69,0.19,686,1608,2294,69.43,65.94,56.77,3.31,Good day
367,2012-01-02,1,1,1,1,1,0,1,0.27,0.25,0.38,0.33,244,1707,1951,87.55,3.15,93.84,3.6,Normal day
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.13,0.44,0.37,89,2147,2236,98.91,8.96,97.54,4.03,Normal day
369,2012-01-04,1,1,1,0,3,1,2,0.11,0.12,0.41,0.18,95,2273,2368,99.59,5.88,52.26,3.57,Normal day
370,2012-01-05,1,1,1,0,4,1,1,0.27,0.28,0.52,0.13,140,3132,3272,88.65,25.72,22.44,3.14,Good day
371,2012-01-06,1,1,1,0,5,1,1,0.33,0.34,0.54,0.17,307,3791,4098,75.51,30.1,42.82,2.99,Good day
372,2012-01-07,1,1,1,0,6,0,1,0.39,0.39,0.53,0.17,1070,3451,4521,65.53,27.09,47.47,2.71,Good day
373,2012-01-08,1,1,1,0,0,0,1,0.34,0.34,0.46,0.19,599,2826,3425,74.97,12.18,56.63,2.94,Good day
374,2012-01-09,1,1,1,0,1,1,2,0.22,0.25,0.7,0.1,106,2270,2376,93.23,68.88,9.85,3.58,Normal day
375,2012-01-10,1,1,1,0,2,1,1,0.31,0.32,0.65,0.19,173,3425,3598,80.98,54.58,53.9,3.51,Normal day
376,2012-01-11,1,1,1,0,3,1,2,0.27,0.28,0.85,0.13,92,2085,2177,87.28,93.43,22.91,3.78,Normal day
377,2012-01-12,1,1,1,0,4,1,2,0.38,0.38,0.8,0.18,269,3828,4097,67.31,87.69,49.93,3.4,Good day
378,2012-01-13,1,1,1,0,5,1,1,0.27,0.25,0.51,0.38,174,3040,3214,87.28,22.78,98.22,3.83,Normal day
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.18,0.46,0.19,333,2160,2493,97.26,11.49,53.35,3.57,Normal day
380,2012-01-15,1,1,1,0,0,0,1,0.17,0.16,0.42,0.25,284,2027,2311,98.08,6.29,81.12,3.82,Normal day
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.19,0.52,0.23,217,2081,2298,96.51,25.44,74.28,3.89,Normal day
382,2012-01-17,1,1,1,0,2,1,2,0.37,0.36,0.72,0.35,127,2808,2935,69.22,71.68,96.17,3.76,Normal day
383,2012-01-18,1,1,1,0,3,1,1,0.3,0.28,0.44,0.42,109,3267,3376,81.19,9.17,99.32,3.52,Normal day
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.19,0.5,0.22,130,3162,3292,96.51,19.56,67.92,3.77,Normal day
385,2012-01-20,1,1,1,0,5,1,2,0.22,0.22,0.45,0.2,115,3048,3163,94.46,10.05,60.6,3.54,Normal day
386,2012-01-21,1,1,1,0,6,0,2,0.17,0.17,0.83,0.22,67,1234,1301,97.67,91.59,69.63,4.54,Bad day
387,2012-01-22,1,1,1,0,0,0,2,0.16,0.16,0.8,0.2,196,1781,1977,98.5,87.14,59.51,4.42,Bad day
388,2012-01-23,1,1,1,0,1,1,2,0.22,0.24,0.91,0.11,145,2287,2432,94.25,98.29,13.41,3.94,Normal day
389,2012-01-24,1,1,1,0,2,1,1,0.34,0.35,0.84,0.12,439,3900,4339,74.15,92.2,19.15,3.34,Good day
390,2012-01-25,1,1,1,0,3,1,1,0.29,0.29,0.64,0.16,467,3803,4270,83.31,54.1,39.06,3.43,Good day
391,2012-01-26,1,1,1,0,4,1,2,0.34,0.36,0.77,0.07,244,3831,4075,74.49,83.86,4.1,3.11,Good day
392,2012-01-27,1,1,1,0,5,1,2,0.42,0.42,0.74,0.34,269,3187,3456,60.47,78.11,94.73,3.54,Normal day
393,2012-01-28,1,1,1,0,6,0,1,0.32,0.33,0.54,0.21,775,3248,4023,80.03,30.78,64.43,3.35,Good day
394,2012-01-29,1,1,1,0,0,0,1,0.28,0.27,0.31,0.24,558,2685,3243,85.36,1.09,77.98,3.35,Good day
395,2012-01-30,1,1,1,0,1,1,1,0.27,0.26,0.4,0.22,126,3498,3624,87.82,4.31,66.55,3.34,Good day
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.38,0.42,0.26,324,4185,4509,65.94,6.16,83.17,2.87,Good day
397,2012-02-01,1,1,2,0,3,1,1,0.47,0.47,0.51,0.19,304,4275,4579,53.42,23.19,55.06,2.39,Good day
398,2012-02-02,1,1,2,0,4,1,2,0.4,0.4,0.67,0.19,190,3571,3761,64.64,60.94,53.49,3.08,Good day
399,2012-02-03,1,1,2,0,5,1,1,0.31,0.31,0.53,0.18,310,3841,4151,80.51,26.27,49.11,3.17,Good day
400,2012-02-04,1,1,2,0,6,0,2,0.26,0.27,0.78,0.12,384,2448,2832,89.4,85.5,18.13,3.72,Normal day
401,2012-02-05,1,1,2,0,0,0,2,0.27,0.26,0.69,0.18,318,2629,2947,88.65,64.71,47.88,3.79,Normal day
402,2012-02-06,1,1,2,0,1,1,1,0.28,0.3,0.62,0.15,206,3578,3784,85.09,48.84,35.7,3.4,Good day
403,2012-02-07,1,1,2,0,2,1,1,0.35,0.36,0.5,0.15,199,4176,4375,71.55,19.29,32.28,2.66,Good day
404,2012-02-08,1,1,2,0,3,1,2,0.26,0.27,0.72,0.13,109,2693,2802,90.42,73.6,24.42,3.69,Normal day
405,2012-02-09,1,1,2,0,4,1,1,0.26,0.26,0.56,0.19,163,3667,3830,89.06,34.2,57.87,3.59,Normal day
406,2012-02-10,1,1,2,0,5,1,2,0.28,0.29,0.54,0.12,227,3604,3831,85.98,29.41,15.73,3.03,Good day
407,2012-02-11,1,1,2,0,6,0,3,0.22,0.21,0.73,0.29,192,1977,2169,93.23,75.24,88.37,4.43,Bad day
408,2012-02-12,1,1,2,0,0,0,1,0.13,0.1,0.46,0.41,73,1456,1529,99.45,12.04,99.04,4.09,Normal day
409,2012-02-13,1,1,2,0,1,1,1,0.22,0.23,0.41,0.17,94,3328,3422,93.64,5.75,42.41,3.29,Good day
410,2012-02-14,1,1,2,0,2,1,2,0.32,0.33,0.51,0.14,135,3787,3922,78.8,23.46,28.66,2.89,Good day
411,2012-02-15,1,1,2,0,3,1,1,0.35,0.35,0.53,0.18,141,4028,4169,72.44,26.95,50.48,2.95,Good day
412,2012-02-16,1,1,2,0,4,1,2,0.32,0.33,0.75,0.09,74,2931,3005,79.62,80.03,8.07,3.27,Good day
413,2012-02-17,1,1,2,0,5,1,1,0.34,0.35,0.63,0.21,349,3805,4154,73.73,51.71,61.42,3.34,Good day
414,2012-02-18,1,1,2,0,6,0,1,0.35,0.36,0.53,0.19,1435,2883,4318,72.91,27.43,56.5,3.03,Good day
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.27,0.52,0.25,618,2071,2689,86.25,24.21,81.67,3.65,Normal day
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.27,0.51,0.23,502,2627,3129,86.25,22.98,72.91,3.55,Normal day
417,2012-02-21,1,1,2,0,2,1,1,0.29,0.3,0.59,0.21,163,3614,3777,84.4,42.68,61.29,3.57,Normal day
418,2012-02-22,1,1,2,0,3,1,1,0.4,0.39,0.57,0.23,394,4379,4773,65.12,34.82,75.51,3.06,Good day
419,2012-02-23,1,1,2,0,4,1,1,0.45,0.44,0.55,0.19,516,4546,5062,56.36,33.04,56.09,2.58,Good day
420,2012-02-24,1,1,2,0,5,1,2,0.41,0.41,0.74,0.24,246,3241,3487,63.61,77.15,77.43,3.45,Good day
421,2012-02-25,1,1,2,0,6,0,1,0.29,0.26,0.4,0.42,317,2415,2732,84.06,3.63,99.59,3.55,Normal day
422,2012-02-26,1,1,2,0,0,0,1,0.28,0.27,0.41,0.21,515,2874,3389,86.46,5.54,61.15,3.26,Good day
423,2012-02-27,1,1,2,0,1,1,1,0.37,0.36,0.49,0.27,253,4069,4322,69.77,17.24,84.54,3.11,Good day
424,2012-02-28,1,1,2,0,2,1,1,0.36,0.35,0.4,0.19,229,4134,4363,70.86,3.63,57.46,2.74,Good day
425,2012-02-29,1,1,2,0,3,1,2,0.34,0.35,0.8,0.18,65,1769,1834,73.19,87.82,49.38,3.57,Normal day
426,2012-03-01,1,1,3,0,4,1,1,0.49,0.48,0.62,0.23,325,4665,4990,51.16,47.2,71.55,2.72,Good day
427,2012-03-02,1,1,3,0,5,1,2,0.35,0.36,0.66,0.14,246,2948,3194,71.82,57.73,30.85,3.04,Good day
428,2012-03-03,1,1,3,0,6,0,2,0.41,0.41,0.62,0.16,956,3110,4066,62.11,48.56,39.33,2.74,Good day
429,2012-03-04,1,1,3,0,0,0,1,0.33,0.3,0.4,0.33,710,2713,3423,76.95,4.65,93.98,3.29,Good day
430,2012-03-05,1,1,3,0,1,1,1,0.24,0.24,0.51,0.23,203,3130,3333,92.0,21.96,72.64,3.71,Normal day
431,2012-03-06,1,1,3,0,2,1,1,0.26,0.26,0.46,0.2,221,3735,3956,90.22,10.94,60.19,3.42,Good day
432,2012-03-07,1,1,3,0,3,1,1,0.4,0.39,0.51,0.35,432,4484,4916,63.89,23.87,95.49,3.11,Good day
433,2012-03-08,1,1,3,0,4,1,1,0.53,0.52,0.57,0.44,486,4896,5382,46.51,34.61,99.86,2.74,Good day
434,2012-03-09,1,1,3,0,5,1,2,0.41,0.4,0.41,0.41,447,4122,4569,62.72,4.99,99.18,2.92,Good day
435,2012-03-10,1,1,3,0,6,0,1,0.29,0.28,0.35,0.23,968,3150,4118,84.54,1.92,71.07,3.27,Good day
436,2012-03-11,1,1,3,0,0,0,1,0.36,0.36,0.48,0.22,1658,3253,4911,70.59,14.09,69.36,2.95,Good day
437,2012-03-12,1,1,3,0,1,1,1,0.47,0.46,0.49,0.21,838,4460,5298,53.97,16.76,62.72,2.41,Good day
438,2012-03-13,1,1,3,0,2,1,1,0.56,0.54,0.62,0.24,762,5085,5847,39.26,47.61,77.02,2.42,Good day
439,2012-03-14,1,1,3,0,3,1,1,0.57,0.55,0.51,0.12,997,5315,6312,38.58,22.5,14.84,1.53,Good day
440,2012-03-15,1,1,3,0,4,1,1,0.56,0.53,0.58,0.15,1005,5187,6192,41.04,38.65,33.65,1.95,Good day
441,2012-03-16,1,1,3,0,5,1,2,0.44,0.44,0.84,0.11,548,3830,4378,58.96,92.89,13.95,2.84,Good day
442,2012-03-17,1,1,3,0,6,0,2,0.51,0.51,0.76,0.11,3155,4681,7836,48.02,80.98,13.27,2.38,Good day
443,2012-03-18,1,1,3,0,0,0,2,0.47,0.46,0.81,0.13,2207,3685,5892,52.8,88.85,21.07,2.68,Good day
444,2012-03-19,1,1,3,0,1,1,1,0.55,0.53,0.73,0.16,982,5171,6153,42.82,74.28,39.67,2.42,Good day
445,2012-03-20,1,1,3,0,2,1,1,0.56,0.54,0.81,0.12,1051,5042,6093,40.77,88.51,17.92,2.29,Good day
446,2012-03-21,2,1,3,0,3,1,2,0.53,0.51,0.82,0.09,1122,5108,6230,45.55,90.42,7.39,2.34,Good day
447,2012-03-22,2,1,3,0,4,1,1,0.55,0.53,0.83,0.12,1334,5537,6871,41.31,91.59,16.14,2.32,Good day
448,2012-03-23,2,1,3,0,5,1,2,0.6,0.57,0.69,0.12,2469,5893,8362,34.75,66.42,15.32,1.86,Good day
449,2012-03-24,2,1,3,0,6,0,2,0.5,0.49,0.89,0.19,1033,2339,3372,49.73,96.37,57.32,3.03,Good day
450,2012-03-25,2,1,3,0,0,0,2,0.44,0.44,0.88,0.22,1532,3464,4996,58.48,95.9,68.19,3.4,Good day
451,2012-03-26,2,1,3,0,1,1,1,0.45,0.44,0.48,0.39,795,4763,5558,57.32,14.23,98.5,2.85,Good day
452,2012-03-27,2,1,3,0,2,1,1,0.32,0.32,0.29,0.19,531,4571,5102,77.98,0.68,53.69,2.88,Good day
453,2012-03-28,2,1,3,0,3,1,1,0.48,0.47,0.48,0.29,674,5024,5698,51.64,15.05,88.92,2.59,Good day
454,2012-03-29,2,1,3,0,4,1,1,0.49,0.48,0.44,0.32,834,5299,6133,50.55,8.76,92.89,2.53,Good day
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.38,0.58,0.14,796,4663,5459,69.43,39.26,27.36,2.75,Good day
456,2012-03-31,2,1,3,0,6,0,2,0.42,0.42,0.74,0.25,2301,3934,6235,60.6,77.36,80.92,3.4,Good day
457,2012-04-01,2,1,4,0,0,0,2,0.43,0.42,0.68,0.17,2347,3694,6041,60.33,61.49,45.83,2.88,Good day
458,2012-04-02,2,1,4,0,1,1,1,0.43,0.43,0.5,0.31,1208,4728,5936,59.51,21.48,92.2,2.92,Good day
459,2012-04-03,2,1,4,0,2,1,1,0.47,0.46,0.4,0.1,1348,5424,6772,53.97,3.97,10.12,1.76,Good day
460,2012-04-04,2,1,4,0,3,1,1,0.54,0.53,0.47,0.18,1058,5378,6436,43.64,13.13,50.14,1.94,Good day
461,2012-04-05,2,1,4,0,4,1,1,0.44,0.43,0.37,0.22,1192,5265,6457,59.3,2.6,67.44,2.48,Good day
462,2012-04-06,2,1,4,0,5,1,1,0.4,0.39,0.38,0.3,1807,4653,6460,64.09,2.87,90.56,2.86,Good day
463,2012-04-07,2,1,4,0,6,0,1,0.44,0.43,0.25,0.27,3252,3605,6857,58.48,0.41,86.05,2.62,Good day
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.49,0.28,0.23,2230,2939,5169,49.93,0.55,74.56,2.25,Good day
465,2012-04-09,2,1,4,0,1,1,1,0.49,0.48,0.32,0.36,905,4680,5585,50.89,1.5,96.99,2.51,Good day
466,2012-04-10,2,1,4,0,2,1,1,0.45,0.44,0.44,0.25,819,5099,5918,57.05,7.8,80.44,2.59,Good day
467,2012-04-11,2,1,4,0,3,1,1,0.35,0.34,0.47,0.3,482,4380,4862,72.23,13.0,89.6,3.19,Good day
468,2012-04-12,2,1,4,0,4,1,1,0.4,0.39,0.47,0.29,663,4746,5409,64.84,12.45,88.65,2.96,Good day
469,2012-04-13,2,1,4,0,5,1,1,0.44,0.43,0.41,0.16,1252,5146,6398,57.46,5.34,36.59,2.14,Good day
470,2012-04-14,2,1,4,0,6,0,1,0.5,0.49,0.5,0.19,2795,4665,7460,50.34,20.66,56.22,2.28,Good day
471,2012-04-15,2,1,4,0,0,0,1,0.61,0.57,0.51,0.23,2846,4286,7132,33.79,23.19,70.79,1.95,Good day
472,2012-04-16,2,1,4,1,1,0,1,0.66,0.61,0.56,0.28,1198,5172,6370,23.39,33.93,87.82,1.92,Good day
473,2012-04-17,2,1,4,0,2,1,1,0.61,0.6,0.39,0.27,989,5702,6691,33.45,3.28,85.77,1.89,Good day
474,2012-04-18,2,1,4,0,3,1,2,0.46,0.46,0.57,0.17,347,4020,4367,54.58,35.57,43.09,2.42,Good day
475,2012-04-19,2,1,4,0,4,1,1,0.5,0.49,0.61,0.07,846,5719,6565,50.14,45.96,2.87,1.99,Good day
476,2012-04-20,2,1,4,0,5,1,1,0.53,0.52,0.69,0.15,1340,5950,7290,46.72,66.69,33.24,2.4,Good day
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.54,0.68,0.28,2541,4083,6624,38.85,62.79,87.55,2.67,Good day
478,2012-04-22,2,1,4,0,0,0,3,0.4,0.39,0.84,0.34,120,907,1027,64.98,92.0,95.35,3.82,Normal day
479,2012-04-23,2,1,4,0,1,1,2,0.32,0.3,0.77,0.3,195,3019,3214,78.32,83.45,90.9,4.09,Normal day
480,2012-04-24,2,1,4,0,2,1,1,0.41,0.41,0.45,0.25,518,5115,5633,62.38,10.4,80.57,2.78,Good day
481,2012-04-25,2,1,4,0,3,1,1,0.48,0.47,0.43,0.12,655,5541,6196,52.26,7.39,16.96,1.81,Good day
482,2012-04-26,2,1,4,0,4,1,2,0.5,0.48,0.76,0.18,475,4551,5026,50.14,81.19,48.43,2.8,Good day
483,2012-04-27,2,1,4,0,5,1,1,0.46,0.45,0.4,0.35,1014,5219,6233,55.81,4.31,95.76,2.68,Good day
484,2012-04-28,2,1,4,0,6,0,2,0.38,0.38,0.49,0.13,1120,3100,4220,68.13,16.96,22.16,2.44,Good day
485,2012-04-29,2,1,4,0,0,0,1,0.46,0.45,0.59,0.12,2229,4075,6304,55.61,40.56,15.53,2.23,Good day
486,2012-04-30,2,1,4,0,1,1,2,0.46,0.46,0.57,0.17,665,4907,5572,54.24,35.98,45.14,2.44,Good day
487,2012-05-01,2,1,5,0,2,1,2,0.61,0.58,0.66,0.16,653,5087,5740,32.56,58.34,36.94,1.93,Good day
488,2012-05-02,2,1,5,0,3,1,1,0.56,0.54,0.8,0.14,667,5502,6169,39.6,87.28,27.22,2.33,Good day
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.54,0.77,0.13,764,5657,6421,40.9,83.72,24.21,2.31,Good day
490,2012-05-04,2,1,5,0,5,1,1,0.63,0.59,0.74,0.16,1069,5227,6296,30.64,76.47,39.95,2.08,Good day
491,2012-05-05,2,1,5,0,6,0,2,0.62,0.58,0.76,0.15,2496,4387,6883,31.12,81.19,35.23,2.1,Good day
492,2012-05-06,2,1,5,0,0,0,2,0.56,0.55,0.74,0.15,2135,4224,6359,40.15,77.7,33.38,2.32,Good day
493,2012-05-07,2,1,5,0,1,1,2,0.54,0.53,0.66,0.23,1008,5265,6273,44.46,58.89,73.6,2.66,Good day
494,2012-05-08,2,1,5,0,2,1,2,0.58,0.56,0.69,0.3,738,4990,5728,37.28,63.89,90.01,2.66,Good day
495,2012-05-09,2,1,5,0,3,1,2,0.57,0.55,0.74,0.22,620,4097,4717,38.17,79.07,66.89,2.6,Good day
496,2012-05-10,2,1,5,0,4,1,1,0.51,0.49,0.55,0.31,1026,5546,6572,49.32,32.56,92.48,2.73,Good day
497,2012-05-11,2,1,5,0,5,1,1,0.53,0.52,0.36,0.24,1319,5711,7030,45.01,2.33,76.81,2.14,Good day
498,2012-05-12,2,1,5,0,6,0,1,0.56,0.54,0.48,0.12,2622,4807,7429,39.6,14.77,18.74,1.52,Good day
499,2012-05-13,2,1,5,0,0,0,1,0.61,0.59,0.58,0.23,2172,3946,6118,32.76,37.62,70.59,2.06,Good day
500,2012-05-14,2,1,5,0,1,1,2,0.57,0.55,0.79,0.21,342,2501,2843,38.37,86.05,65.25,2.66,Good day
501,2012-05-15,2,1,5,0,2,1,2,0.61,0.58,0.79,0.15,625,4490,5115,32.97,87.0,32.42,2.18,Good day
502,2012-05-16,2,1,5,0,3,1,1,0.64,0.6,0.7,0.12,991,6433,7424,28.18,67.99,18.54,1.71,Good day
503,2012-05-17,2,1,5,0,4,1,1,0.59,0.57,0.52,0.23,1242,6142,7384,36.25,25.1,73.05,2.07,Good day
504,2012-05-18,2,1,5,0,5,1,1,0.56,0.55,0.52,0.14,1521,6118,7639,39.6,25.58,26.4,1.71,Good day
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.57,0.46,0.08,3410,4884,8294,34.88,10.74,6.84,1.22,Good day
506,2012-05-20,2,1,5,0,0,0,1,0.62,0.58,0.53,0.25,2704,4425,7129,31.33,26.74,82.08,2.03,Good day
507,2012-05-21,2,1,5,0,1,1,2,0.6,0.57,0.81,0.23,630,3729,4359,35.43,89.33,74.83,2.7,Good day
508,2012-05-22,2,1,5,0,2,1,2,0.62,0.58,0.77,0.12,819,5254,6073,32.35,83.31,16.35,1.97,Good day
509,2012-05-23,2,1,5,0,3,1,2,0.62,0.58,0.77,0.1,766,4494,5260,31.12,84.54,10.88,1.89,Good day
510,2012-05-24,2,1,5,0,4,1,1,0.66,0.61,0.72,0.17,1059,5711,6770,25.24,72.02,46.31,1.94,Good day
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.63,0.75,0.14,1417,5317,6734,21.41,79.34,28.11,1.72,Good day
512,2012-05-26,2,1,5,0,6,0,1,0.69,0.64,0.73,0.2,2855,3681,6536,19.29,75.38,59.1,1.92,Good day
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.64,0.7,0.22,3283,3308,6591,19.7,67.58,66.21,1.93,Good day
514,2012-05-28,2,1,5,1,1,0,1,0.71,0.68,0.68,0.2,2557,3486,6043,14.77,61.49,58.55,1.64,Good day
515,2012-05-29,2,1,5,0,2,1,1,0.72,0.67,0.68,0.3,880,4863,5743,12.24,63.41,89.88,1.9,Good day
516,2012-05-30,2,1,5,0,3,1,2,0.66,0.61,0.67,0.13,745,6110,6855,24.69,60.19,24.62,1.59,Good day
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.63,0.49,0.2,1100,6238,7338,21.41,18.13,58.14,1.4,Good day
518,2012-06-01,2,1,6,0,5,1,2,0.65,0.61,0.76,0.24,533,3594,4127,25.44,80.85,77.29,2.34,Good day
519,2012-06-02,2,1,6,0,6,0,1,0.58,0.57,0.55,0.19,2795,5325,8120,37.0,31.81,52.94,1.96,Good day
520,2012-06-03,2,1,6,0,0,0,1,0.6,0.58,0.49,0.18,2494,5147,7641,34.47,18.33,51.57,1.73,Good day
521,2012-06-04,2,1,6,0,1,1,1,0.6,0.58,0.49,0.28,1071,5927,6998,35.57,16.42,87.96,2.11,Good day
522,2012-06-05,2,1,6,0,2,1,2,0.54,0.53,0.61,0.21,968,6033,7001,43.84,46.44,64.02,2.42,Good day
523,2012-06-06,2,1,6,0,3,1,1,0.55,0.54,0.61,0.08,1027,6028,7055,41.31,45.83,4.65,1.74,Good day
524,2012-06-07,2,1,6,0,4,1,1,0.6,0.57,0.57,0.16,1038,6456,7494,34.47,34.4,37.55,1.75,Good day
525,2012-06-08,2,1,6,0,5,1,1,0.65,0.6,0.47,0.18,1488,6248,7736,26.74,12.72,47.74,1.41,Good day
526,2012-06-09,2,1,6,0,6,0,1,0.71,0.65,0.44,0.14,2708,4790,7498,15.25,8.21,30.64,0.85,Good day
527,2012-06-10,2,1,6,0,0,0,1,0.73,0.66,0.54,0.13,2224,4374,6598,11.08,28.86,24.42,0.87,Good day
528,2012-06-11,2,1,6,0,1,1,2,0.72,0.66,0.59,0.21,1017,5647,6664,12.72,40.9,62.72,1.42,Good day
529,2012-06-12,2,1,6,0,2,1,2,0.65,0.6,0.83,0.21,477,4495,4972,25.72,91.79,65.94,2.35,Good day
530,2012-06-13,2,1,6,0,3,1,1,0.66,0.61,0.58,0.34,1173,6248,7421,24.97,39.53,94.94,2.09,Good day
531,2012-06-14,2,1,6,0,4,1,1,0.65,0.62,0.57,0.25,1180,6183,7363,27.15,35.7,81.94,1.99,Good day
532,2012-06-15,2,1,6,0,5,1,1,0.64,0.6,0.59,0.18,1563,6102,7665,27.84,41.18,48.22,1.73,Good day
533,2012-06-16,2,1,6,0,6,0,1,0.63,0.59,0.5,0.17,2963,4739,7702,29.96,21.27,42.13,1.53,Good day
534,2012-06-17,2,1,6,0,0,0,1,0.59,0.57,0.6,0.14,2634,4344,6978,36.39,43.78,30.85,1.84,Good day
535,2012-06-18,2,1,6,0,1,1,2,0.57,0.54,0.78,0.17,653,4446,5099,38.99,85.36,47.2,2.5,Good day
536,2012-06-19,2,1,6,0,2,1,1,0.69,0.65,0.69,0.15,968,5857,6825,19.84,65.25,32.69,1.57,Good day
537,2012-06-20,2,1,6,0,3,1,1,0.78,0.72,0.59,0.11,872,5339,6211,3.01,42.48,14.09,0.66,Good day
538,2012-06-21,3,1,6,0,4,1,1,0.81,0.75,0.57,0.12,778,5127,5905,1.98,34.82,16.69,0.57,Good day
539,2012-06-22,3,1,6,0,5,1,1,0.78,0.72,0.57,0.18,964,4859,5823,3.69,36.87,51.03,0.99,Good day
540,2012-06-23,3,1,6,0,6,0,1,0.73,0.65,0.53,0.18,2657,4801,7458,10.12,27.43,49.52,1.07,Good day
541,2012-06-24,3,1,6,0,0,0,1,0.74,0.67,0.48,0.15,2551,4340,6891,8.69,14.36,31.19,0.72,Good day
542,2012-06-25,3,1,6,0,1,1,1,0.72,0.65,0.5,0.3,1139,5640,6779,14.23,21.27,90.42,1.54,Good day
543,2012-06-26,3,1,6,0,2,1,1,0.63,0.59,0.37,0.35,1077,6365,7442,30.23,2.46,95.9,1.89,Good day
544,2012-06-27,3,1,6,0,3,1,1,0.7,0.64,0.36,0.27,1077,6258,7335,18.13,2.19,85.5,1.42,Good day
545,2012-06-28,3,1,6,0,4,1,1,0.75,0.68,0.42,0.17,921,5958,6879,7.66,6.57,45.42,0.75,Good day
546,2012-06-29,3,1,6,0,5,1,1,0.83,0.79,0.49,0.17,829,4634,5463,0.68,16.55,41.31,0.6,Good day
547,2012-06-30,3,1,6,0,6,0,1,0.76,0.69,0.6,0.16,1455,4232,5687,5.68,44.32,39.06,1.0,Good day
548,2012-07-01,3,1,7,0,0,0,1,0.82,0.75,0.52,0.17,1421,4110,5531,1.5,24.62,43.37,0.73,Good day
